state,place,year,session,commodity,area,production
Gujarat,GANDHINAGAR,2000,Whole Year ,Potato,600.00,11500.00
Gujarat,GANDHINAGAR,2001,Whole Year ,Potato,500.00,11500.00
Gujarat,GANDHINAGAR,2002,Whole Year ,Potato,600.00,13900.00
Gujarat,GANDHINAGAR,2003,Whole Year ,Potato,3600.00,73300.00
Gujarat,GANDHINAGAR,2004,Whole Year ,Potato,2200.00,52600.00
Gujarat,GANDHINAGAR,2005,Whole Year ,Potato,4800.00,109300.00
Gujarat,GANDHINAGAR,2006,Whole Year ,Potato,3800.00,93600.00
Gujarat,GANDHINAGAR,2007,Whole Year ,Potato,5900.00,151800.00
Gujarat,GANDHINAGAR,2008,Whole Year ,Potato,5700.00,118700.00
Gujarat,GANDHINAGAR,2009,Whole Year ,Potato,5100.00,115300.00
Gujarat,GANDHINAGAR,2010,Whole Year ,Potato,5200.00,126800.00
Gujarat,GANDHINAGAR,2011,Whole Year ,Potato,3400.00,88500.00
Gujarat,GANDHINAGAR,2012,Whole Year ,Potato,5900.00,147500.00
Gujarat,JAMNAGAR,1997,Whole Year ,Potato,100.00,1400.00
Gujarat,JAMNAGAR,1998,Whole Year ,Potato,300.00,6000.00
Gujarat,JAMNAGAR,2000,Whole Year ,Potato,100.00,2800.00
Gujarat,JAMNAGAR,2002,Whole Year ,Potato,100.00,1600.00
Gujarat,JAMNAGAR,2003,Whole Year ,Potato,400.00,9100.00
Gujarat,JAMNAGAR,2004,Whole Year ,Potato,700.00,18300.00
Gujarat,JAMNAGAR,2005,Whole Year ,Potato,1000.00,28400.00
Gujarat,JAMNAGAR,2006,Whole Year ,Potato,1000.00,20500.00
Gujarat,JAMNAGAR,2007,Whole Year ,Potato,1200.00,28600.00
Gujarat,JAMNAGAR,2008,Whole Year ,Potato,1100.00,23000.00
Gujarat,JAMNAGAR,2009,Whole Year ,Potato,900.00,18800.00
Gujarat,JAMNAGAR,2010,Whole Year ,Potato,1100.00,25600.00
Gujarat,JAMNAGAR,2011,Whole Year ,Potato,1000.00,21800.00
Gujarat,JAMNAGAR,2012,Whole Year ,Potato,100.00,3100.00
Gujarat,KACHCHH,1997,Whole Year ,Potato,300.00,6200.00
Gujarat,KACHCHH,1998,Whole Year ,Potato,100.00,1800.00
Gujarat,KACHCHH,1999,Whole Year ,Potato,300.00,5900.00
Gujarat,KACHCHH,2000,Whole Year ,Potato,200.00,4800.00
Gujarat,KACHCHH,2001,Whole Year ,Potato,100.00,2700.00
Gujarat,KACHCHH,2002,Whole Year ,Potato,200.00,4200.00
Gujarat,KACHCHH,2003,Whole Year ,Potato,200.00,3800.00
Gujarat,KACHCHH,2005,Whole Year ,Potato,300.00,10000.00
Gujarat,KACHCHH,2006,Whole Year ,Potato,400.00,7600.00
Gujarat,KACHCHH,2007,Whole Year ,Potato,400.00,9400.00
Gujarat,KACHCHH,2008,Whole Year ,Potato,200.00,5500.00
Gujarat,KACHCHH,2009,Whole Year ,Potato,100.00,1000.00
Gujarat,KACHCHH,2010,Whole Year ,Potato,300.00,6500.00
Gujarat,KACHCHH,2011,Whole Year ,Potato,300.00,5700.00
Gujarat,KACHCHH,2012,Whole Year ,Potato,100.00,2100.00
Gujarat,KHEDA,1997,Whole Year ,Potato,8000.00,150700.00
Gujarat,KHEDA,1998,Whole Year ,Potato,8300.00,153100.00
Gujarat,KHEDA,1999,Whole Year ,Potato,8300.00,151500.00
Gujarat,KHEDA,2000,Whole Year ,Potato,6400.00,108600.00
Gujarat,KHEDA,2001,Whole Year ,Potato,6500.00,126200.00
Gujarat,KHEDA,2002,Whole Year ,Potato,8700.00,154400.00
Gujarat,KHEDA,2003,Whole Year ,Potato,3300.00,65100.00
Gujarat,KHEDA,2004,Whole Year ,Potato,3900.00,109400.00
Gujarat,KHEDA,2005,Whole Year ,Potato,4800.00,131200.00
Gujarat,KHEDA,2006,Whole Year ,Potato,5900.00,110000.00
Gujarat,KHEDA,2007,Whole Year ,Potato,7400.00,168900.00
Gujarat,KHEDA,2008,Whole Year ,Potato,6600.00,110000.00
Gujarat,KHEDA,2009,Whole Year ,Potato,5800.00,95400.00
Gujarat,KHEDA,2010,Whole Year ,Potato,4700.00,92000.00
Gujarat,KHEDA,2011,Whole Year ,Potato,4300.00,99100.00
Gujarat,KHEDA,2012,Whole Year ,Potato,4100.00,81900.00
Gujarat,MAHESANA,1997,Whole Year ,Potato,4600.00,86800.00
Gujarat,MAHESANA,1998,Whole Year ,Potato,5200.00,97500.00
Gujarat,MAHESANA,1999,Whole Year ,Potato,7700.00,145200.00
Gujarat,MAHESANA,2000,Whole Year ,Potato,5600.00,102800.00
Gujarat,MAHESANA,2001,Whole Year ,Potato,4500.00,82600.00
Gujarat,MAHESANA,2002,Whole Year ,Potato,4800.00,78800.00
Gujarat,MAHESANA,2003,Whole Year ,Potato,2800.00,61100.00
Gujarat,MAHESANA,2004,Whole Year ,Potato,2300.00,53500.00
Gujarat,MAHESANA,2005,Whole Year ,Potato,2700.00,71200.00
Gujarat,MAHESANA,2006,Whole Year ,Potato,4100.00,92200.00
Gujarat,MAHESANA,2007,Whole Year ,Potato,5400.00,142900.00
Gujarat,MAHESANA,2008,Whole Year ,Potato,4800.00,95100.00
Gujarat,MAHESANA,2009,Whole Year ,Potato,4000.00,85100.00
Gujarat,MAHESANA,2010,Whole Year ,Potato,5100.00,122300.00
Gujarat,MAHESANA,2011,Whole Year ,Potato,8700.00,222100.00
Gujarat,MAHESANA,2012,Whole Year ,Potato,6800.00,175200.00
Gujarat,PANCH MAHALS,1997,Whole Year ,Potato,100.00,2400.00
Gujarat,PANCH MAHALS,1998,Whole Year ,Potato,100.00,2800.00
Gujarat,PANCH MAHALS,1999,Whole Year ,Potato,100.00,1000.00
Gujarat,PANCH MAHALS,2005,Whole Year ,Potato,100.00,1700.00
Gujarat,PANCH MAHALS,2006,Whole Year ,Potato,100.00,1900.00
Gujarat,PANCH MAHALS,2007,Whole Year ,Potato,100.00,3100.00
Gujarat,PANCH MAHALS,2008,Whole Year ,Potato,100.00,2500.00
Gujarat,PANCH MAHALS,2009,Whole Year ,Potato,600.00,13300.00
Gujarat,PANCH MAHALS,2010,Whole Year ,Potato,200.00,3700.00
Gujarat,PANCH MAHALS,2011,Whole Year ,Potato,300.00,7300.00
Gujarat,PANCH MAHALS,2012,Whole Year ,Potato,100.00,1100.00
Gujarat,PATAN,2003,Whole Year ,Potato,100.00,2600.00
Gujarat,PATAN,2004,Whole Year ,Potato,100.00,3000.00
Gujarat,PATAN,2005,Whole Year ,Potato,100.00,3300.00
Gujarat,PATAN,2006,Whole Year ,Potato,200.00,4200.00
Gujarat,PATAN,2007,Whole Year ,Potato,300.00,6300.00
Gujarat,PATAN,2008,Whole Year ,Potato,300.00,6100.00
Gujarat,PATAN,2009,Whole Year ,Potato,500.00,10900.00
Gujarat,PATAN,2010,Whole Year ,Potato,700.00,15700.00
Gujarat,PATAN,2011,Whole Year ,Potato,700.00,15900.00
Gujarat,PATAN,2012,Whole Year ,Potato,500.00,11400.00
Gujarat,RAJKOT,2011,Whole Year ,Potato,100.00,1300.00
Gujarat,SABAR KANTHA,1997,Whole Year ,Potato,4200.00,92200.00
Gujarat,SABAR KANTHA,1998,Whole Year ,Potato,5400.00,129500.00
Gujarat,SABAR KANTHA,1999,Whole Year ,Potato,3300.00,68100.00
Gujarat,SABAR KANTHA,2000,Whole Year ,Potato,2100.00,37400.00
Gujarat,SABAR KANTHA,2001,Whole Year ,Potato,3700.00,81700.00
Gujarat,SABAR KANTHA,2002,Whole Year ,Potato,3400.00,60600.00
Gujarat,SABAR KANTHA,2003,Whole Year ,Potato,3400.00,63000.00
Gujarat,SABAR KANTHA,2004,Whole Year ,Potato,3800.00,87900.00
Gujarat,SABAR KANTHA,2005,Whole Year ,Potato,4100.00,104400.00
Gujarat,SABAR KANTHA,2006,Whole Year ,Potato,7800.00,149600.00
Gujarat,SABAR KANTHA,2007,Whole Year ,Potato,13500.00,279900.00
Gujarat,SABAR KANTHA,2008,Whole Year ,Potato,7600.00,136300.00
Gujarat,SABAR KANTHA,2009,Whole Year ,Potato,5800.00,75800.00
Gujarat,SABAR KANTHA,2010,Whole Year ,Potato,8800.00,168200.00
Gujarat,SABAR KANTHA,2011,Whole Year ,Potato,14700.00,292100.00
Gujarat,SABAR KANTHA,2012,Whole Year ,Potato,9100.00,234300.00
Gujarat,SURAT,2011,Whole Year ,Potato,100.00,1400.00
Gujarat,SURENDRANAGAR,2009,Whole Year ,Potato,100.00,1600.00
Gujarat,SURENDRANAGAR,2012,Whole Year ,Potato,100.00,2000.00
Gujarat,VADODARA,1997,Whole Year ,Potato,800.00,17400.00
Gujarat,VADODARA,1998,Whole Year ,Potato,600.00,13400.00
Gujarat,VADODARA,1999,Whole Year ,Potato,600.00,14000.00
Gujarat,VADODARA,2000,Whole Year ,Potato,500.00,10600.00
Gujarat,VADODARA,2001,Whole Year ,Potato,600.00,13000.00
Gujarat,VADODARA,2002,Whole Year ,Potato,600.00,12600.00
Gujarat,VADODARA,2003,Whole Year ,Potato,700.00,15700.00
Gujarat,VADODARA,2004,Whole Year ,Potato,500.00,14800.00
Gujarat,VADODARA,2005,Whole Year ,Potato,300.00,7700.00
Gujarat,VADODARA,2006,Whole Year ,Potato,400.00,7500.00
Gujarat,VADODARA,2007,Whole Year ,Potato,800.00,21000.00
Gujarat,VADODARA,2008,Whole Year ,Potato,400.00,7800.00
Gujarat,VADODARA,2009,Whole Year ,Potato,300.00,6500.00
Gujarat,VADODARA,2010,Whole Year ,Potato,300.00,6500.00
Gujarat,VADODARA,2011,Whole Year ,Potato,300.00,6800.00
Gujarat,VADODARA,2012,Whole Year ,Potato,300.00,7200.00
Haryana,AMBALA,1998,Whole Year ,Potato,2567.00,40200.00
Haryana,AMBALA,1999,Whole Year ,Potato,2556.00,40200.00
Haryana,AMBALA,2000,Whole Year ,Potato,1882.00,29600.00
Haryana,AMBALA,2001,Whole Year ,Potato,1698.00,37500.00
Haryana,AMBALA,2002,Whole Year ,Potato,2300.00,62400.00
Haryana,AMBALA,2003,Whole Year ,Potato,1221.00,33000.00
Haryana,AMBALA,2004,Whole Year ,Potato,2019.00,54500.00
Haryana,AMBALA,2005,Whole Year ,Potato,2654.00,71600.00
Haryana,AMBALA,2006,Whole Year ,Potato,2690.00,72600.00
Haryana,AMBALA,2007,Whole Year ,Potato,1947.00,24100.00
Haryana,AMBALA,2008,Whole Year ,Potato,2150.00,23000.00
Haryana,AMBALA,2009,Whole Year ,Potato,1698.00,26600.00
Haryana,AMBALA,2010,Whole Year ,Potato,1662.00,33400.00
Haryana,AMBALA,2011,Whole Year ,Potato,1874.00,41300.00
Haryana,AMBALA,2012,Whole Year ,Potato,1817.00,43700.00
Haryana,BHIWANI,1998,Whole Year ,Potato,31.00,500.00
Haryana,BHIWANI,1999,Whole Year ,Potato,6.00,100.00
Haryana,BHIWANI,2000,Whole Year ,Potato,11.00,200.00
Haryana,BHIWANI,2001,Whole Year ,Potato,1225.00,23700.00
Haryana,BHIWANI,2007,Whole Year ,Potato,2.00,
Haryana,FARIDABAD,1998,Whole Year ,Potato,383.00,5700.00
Haryana,FARIDABAD,1999,Whole Year ,Potato,120.00,1900.00
Haryana,FARIDABAD,2000,Whole Year ,Potato,66.00,1000.00
Haryana,FARIDABAD,2001,Whole Year ,Potato,214.00,4400.00
Haryana,FARIDABAD,2002,Whole Year ,Potato,347.00,6600.00
Haryana,FARIDABAD,2003,Whole Year ,Potato,251.00,4900.00
Haryana,FARIDABAD,2004,Whole Year ,Potato,255.00,4800.00
Haryana,FARIDABAD,2005,Whole Year ,Potato,249.00,4700.00
Haryana,FARIDABAD,2006,Whole Year ,Potato,183.00,3500.00
Haryana,FARIDABAD,2008,Whole Year ,Potato,85.00,1900.00
Haryana,FARIDABAD,2009,Whole Year ,Potato,74.00,1600.00
Haryana,FATEHABAD,1998,Whole Year ,Potato,685.00,9600.00
Haryana,FATEHABAD,1999,Whole Year ,Potato,681.00,10700.00
Haryana,FATEHABAD,2000,Whole Year ,Potato,459.00,7200.00
Haryana,FATEHABAD,2001,Whole Year ,Potato,279.00,6300.00
Haryana,FATEHABAD,2002,Whole Year ,Potato,255.00,6500.00
Haryana,FATEHABAD,2003,Whole Year ,Potato,345.00,8800.00
Haryana,FATEHABAD,2004,Whole Year ,Potato,252.00,6500.00
Haryana,FATEHABAD,2005,Whole Year ,Potato,363.00,9300.00
Haryana,FATEHABAD,2006,Whole Year ,Potato,349.00,8900.00
Haryana,FATEHABAD,2007,Whole Year ,Potato,360.00,5700.00
Haryana,FATEHABAD,2008,Whole Year ,Potato,129.00,3700.00
Haryana,FATEHABAD,2009,Whole Year ,Potato,119.00,2800.00
Haryana,FATEHABAD,2010,Whole Year ,Potato,320.00,9400.00
Haryana,FATEHABAD,2011,Whole Year ,Potato,197.00,3900.00
Haryana,FATEHABAD,2012,Whole Year ,Potato,225.00,4700.00
Haryana,GURGAON,1998,Whole Year ,Potato,40.00,600.00
Haryana,GURGAON,1999,Whole Year ,Potato,16.00,300.00
Haryana,GURGAON,2000,Whole Year ,Potato,27.00,500.00
Haryana,GURGAON,2001,Whole Year ,Potato,16.00,400.00
Haryana,GURGAON,2002,Whole Year ,Potato,8.00,200.00
Haryana,GURGAON,2006,Whole Year ,Potato,2.00,
Haryana,GURGAON,2010,Whole Year ,Potato,3.00,100.00
Haryana,GURGAON,2011,Whole Year ,Potato,12.00,300.00
Haryana,HISAR,1998,Whole Year ,Potato,350.00,4900.00
Haryana,HISAR,1999,Whole Year ,Potato,390.00,6100.00
Haryana,HISAR,2000,Whole Year ,Potato,272.00,4300.00
Haryana,HISAR,2001,Whole Year ,Potato,86.00,1600.00
Haryana,HISAR,2002,Whole Year ,Potato,174.00,3000.00
Haryana,HISAR,2003,Whole Year ,Potato,254.00,4500.00
Haryana,HISAR,2004,Whole Year ,Potato,200.00,3500.00
Haryana,HISAR,2005,Whole Year ,Potato,157.00,2700.00
Haryana,HISAR,2006,Whole Year ,Potato,216.00,3800.00
Haryana,HISAR,2007,Whole Year ,Potato,250.00,4200.00
Haryana,HISAR,2008,Whole Year ,Potato,76.00,1100.00
Haryana,HISAR,2009,Whole Year ,Potato,173.00,3200.00
Haryana,HISAR,2010,Whole Year ,Potato,151.00,2500.00
Haryana,HISAR,2011,Whole Year ,Potato,229.00,3200.00
Haryana,HISAR,2012,Whole Year ,Potato,145.00,3400.00
Haryana,JHAJJAR,1998,Whole Year ,Potato,9.00,100.00
Haryana,JHAJJAR,1999,Whole Year ,Potato,1.00,100.00
Haryana,JHAJJAR,2001,Whole Year ,Potato,15.00,300.00
Haryana,JHAJJAR,2002,Whole Year ,Potato,21.00,400.00
Haryana,JHAJJAR,2003,Whole Year ,Potato,19.00,300.00
Haryana,JHAJJAR,2004,Whole Year ,Potato,10.00,200.00
Haryana,JHAJJAR,2005,Whole Year ,Potato,6.00,100.00
Haryana,JHAJJAR,2006,Whole Year ,Potato,4.00,100.00
Haryana,JIND,1998,Whole Year ,Potato,56.00,800.00
Haryana,JIND,2005,Whole Year ,Potato,15.00,400.00
Haryana,JIND,2010,Whole Year ,Potato,341.00,8800.00
Haryana,JIND,2011,Whole Year ,Potato,252.00,5600.00
Haryana,JIND,2012,Whole Year ,Potato,303.00,6800.00
Haryana,KAITHAL,1998,Whole Year ,Potato,274.00,3700.00
Haryana,KAITHAL,1999,Whole Year ,Potato,357.00,5600.00
Haryana,KAITHAL,2000,Whole Year ,Potato,197.00,3100.00
Haryana,KAITHAL,2001,Whole Year ,Potato,202.00,3600.00
Haryana,KAITHAL,2002,Whole Year ,Potato,248.00,5900.00
Haryana,KAITHAL,2003,Whole Year ,Potato,197.00,4700.00
Haryana,KAITHAL,2004,Whole Year ,Potato,199.00,4700.00
Haryana,KAITHAL,2005,Whole Year ,Potato,103.00,2500.00
Haryana,KAITHAL,2006,Whole Year ,Potato,180.00,4300.00
Haryana,KAITHAL,2007,Whole Year ,Potato,159.00,2600.00
Haryana,KAITHAL,2008,Whole Year ,Potato,238.00,3800.00
Haryana,KAITHAL,2009,Whole Year ,Potato,223.00,4500.00
Haryana,KAITHAL,2010,Whole Year ,Potato,282.00,6100.00
Haryana,KAITHAL,2011,Whole Year ,Potato,3.00,100.00
Haryana,KAITHAL,2012,Whole Year ,Potato,348.00,8900.00
Haryana,KARNAL,1998,Whole Year ,Potato,1125.00,18000.00
Haryana,KARNAL,1999,Whole Year ,Potato,1155.00,28400.00
Haryana,KARNAL,2000,Whole Year ,Potato,961.00,17600.00
Haryana,KARNAL,2001,Whole Year ,Potato,789.00,21000.00
Haryana,KARNAL,2002,Whole Year ,Potato,917.00,21300.00
Haryana,KARNAL,2003,Whole Year ,Potato,982.00,22800.00
Haryana,KARNAL,2004,Whole Year ,Potato,876.00,20400.00
Haryana,KARNAL,2005,Whole Year ,Potato,762.00,17700.00
Haryana,KARNAL,2006,Whole Year ,Potato,826.00,19200.00
Haryana,KARNAL,2007,Whole Year ,Potato,980.00,16800.00
Haryana,KARNAL,2008,Whole Year ,Potato,961.00,20100.00
Haryana,KARNAL,2009,Whole Year ,Potato,941.00,15500.00
Haryana,KARNAL,2010,Whole Year ,Potato,956.00,20300.00
Haryana,KARNAL,2011,Whole Year ,Potato,997.00,20000.00
Haryana,KARNAL,2012,Whole Year ,Potato,859.00,21100.00
Haryana,KURUKSHETRA,1998,Whole Year ,Potato,5325.00,90000.00
Haryana,KURUKSHETRA,1999,Whole Year ,Potato,4772.00,64300.00
Haryana,KURUKSHETRA,2000,Whole Year ,Potato,3507.00,47200.00
Haryana,KURUKSHETRA,2001,Whole Year ,Potato,3089.00,59900.00
Haryana,KURUKSHETRA,2002,Whole Year ,Potato,3994.00,102900.00
Haryana,KURUKSHETRA,2003,Whole Year ,Potato,4719.00,121500.00
Haryana,KURUKSHETRA,2004,Whole Year ,Potato,4925.00,126800.00
Haryana,KURUKSHETRA,2005,Whole Year ,Potato,5371.00,137000.00
Haryana,KURUKSHETRA,2006,Whole Year ,Potato,6033.00,155300.00
Haryana,KURUKSHETRA,2007,Whole Year ,Potato,5145.00,104300.00
Haryana,KURUKSHETRA,2008,Whole Year ,Potato,5893.00,157000.00
Haryana,KURUKSHETRA,2009,Whole Year ,Potato,6173.00,16600.00
Haryana,KURUKSHETRA,2010,Whole Year ,Potato,6754.00,154400.00
Haryana,KURUKSHETRA,2011,Whole Year ,Potato,6695.00,154400.00
Haryana,KURUKSHETRA,2012,Whole Year ,Potato,6954.00,160400.00
Haryana,MAHENDRAGARH,1998,Whole Year ,Potato,6.00,100.00
Haryana,MAHENDRAGARH,2001,Whole Year ,Potato,1.00,.00
Haryana,MAHENDRAGARH,2002,Whole Year ,Potato,3.00,.00
Haryana,MAHENDRAGARH,2009,Whole Year ,Potato,3.00,
Haryana,MAHENDRAGARH,2010,Whole Year ,Potato,2.00,
Haryana,MAHENDRAGARH,2011,Whole Year ,Potato,6.00,100.00
Haryana,PALWAL,2008,Whole Year ,Potato,25.00,600.00
Haryana,PALWAL,2009,Whole Year ,Potato,34.00,700.00
Haryana,PANCHKULA,1998,Whole Year ,Potato,293.00,4300.00
